     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
      7168,        11,         0,   0.110,pymatching,78fbf709c998d90bac289e2ce41ce37bd00bc8e9e18915a29d5564a891c81732,"{""d"":5,""eta"":1000,""memory"":""Z"",""p"":0.00185,""params"":{""after_clifford1_depolarization"":0.000185,""after_clifford2_depolarization"":0.00185,""after_reset_flip_probability"":0.0037,""before_measure_flip_probability"":0.0037,""before_round_data_bias_probability"":[0.000185,1000],""distance"":5,""exclude_other_basis_detectors"":false,""nswaps"":[3,2],""pswap_depolarization"":0.00018500000000000002,""rounds"":15,""x_distance"":null,""z_distance"":null}}",
     12288,        30,         0,   0.156,pymatching,78fbf709c998d90bac289e2ce41ce37bd00bc8e9e18915a29d5564a891c81732,"{""d"":5,""eta"":1000,""memory"":""Z"",""p"":0.00185,""params"":{""after_clifford1_depolarization"":0.000185,""after_clifford2_depolarization"":0.00185,""after_reset_flip_probability"":0.0037,""before_measure_flip_probability"":0.0037,""before_round_data_bias_probability"":[0.000185,1000],""distance"":5,""exclude_other_basis_detectors"":false,""nswaps"":[3,2],""pswap_depolarization"":0.00018500000000000002,""rounds"":15,""x_distance"":null,""z_distance"":null}}",
     16384,        35,         0,   0.204,pymatching,78fbf709c998d90bac289e2ce41ce37bd00bc8e9e18915a29d5564a891c81732,"{""d"":5,""eta"":1000,""memory"":""Z"",""p"":0.00185,""params"":{""after_clifford1_depolarization"":0.000185,""after_clifford2_depolarization"":0.00185,""after_reset_flip_probability"":0.0037,""before_measure_flip_probability"":0.0037,""before_round_data_bias_probability"":[0.000185,1000],""distance"":5,""exclude_other_basis_detectors"":false,""nswaps"":[3,2],""pswap_depolarization"":0.00018500000000000002,""rounds"":15,""x_distance"":null,""z_distance"":null}}",
    171008,       411,         0,    2.16,pymatching,2f23e4e7e661edec316c25f0b3ef227ff408de630b00d503145f00194cef307c,"{""d"":5,""eta"":100,""memory"":""Z"",""p"":0.002,""params"":{""after_clifford1_depolarization"":0.0002,""after_clifford2_depolarization"":0.002,""after_reset_flip_probability"":0.004,""before_measure_flip_probability"":0.004,""before_round_data_bias_probability"":[0.0002,100],""distance"":5,""exclude_other_basis_detectors"":false,""nswaps"":[3,2],""pswap_depolarization"":0.0002,""rounds"":15,""x_distance"":null,""z_distance"":null}}",
     21504,        42,         0,   0.282,pymatching,78fbf709c998d90bac289e2ce41ce37bd00bc8e9e18915a29d5564a891c81732,"{""d"":5,""eta"":1000,""memory"":""Z"",""p"":0.00185,""params"":{""after_clifford1_depolarization"":0.000185,""after_clifford2_depolarization"":0.00185,""after_reset_flip_probability"":0.0037,""before_measure_flip_probability"":0.0037,""before_round_data_bias_probability"":[0.000185,1000],""distance"":5,""exclude_other_basis_detectors"":false,""nswaps"":[3,2],""pswap_depolarization"":0.00018500000000000002,""rounds"":15,""x_distance"":null,""z_distance"":null}}",
    179200,       264,         0,    2.19,pymatching,c609288bfcf8377a553f97046bd6af0c1f9f67660b50a08fa370fd0c5d17abce,"{""d"":5,""eta"":1000,""memory"":""Z"",""p"":0.0017,""params"":{""after_clifford1_depolarization"":0.00016999999999999999,""after_clifford2_depolarization"":0.0017,""after_reset_flip_probability"":0.0034,""before_measure_flip_probability"":0.0034,""before_round_data_bias_probability"":[0.00016999999999999999,1000],""distance"":5,""exclude_other_basis_detectors"":false,""nswaps"":[3,2],""pswap_depolarization"":0.00017,""rounds"":15,""x_distance"":null,""z_distance"":null}}",
     30720,        61,         0,   0.406,pymatching,78fbf709c998d90bac289e2ce41ce37bd00bc8e9e18915a29d5564a891c81732,"{""d"":5,""eta"":1000,""memory"":""Z"",""p"":0.00185,""params"":{""after_clifford1_depolarization"":0.000185,""after_clifford2_depolarization"":0.00185,""after_reset_flip_probability"":0.0037,""before_measure_flip_probability"":0.0037,""before_round_data_bias_probability"":[0.000185,1000],""distance"":5,""exclude_other_basis_detectors"":false,""nswaps"":[3,2],""pswap_depolarization"":0.00018500000000000002,""rounds"":15,""x_distance"":null,""z_distance"":null}}",
     45056,        73,         0,   0.578,pymatching,78fbf709c998d90bac289e2ce41ce37bd00bc8e9e18915a29d5564a891c81732,"{""d"":5,""eta"":1000,""memory"":""Z"",""p"":0.00185,""params"":{""after_clifford1_depolarization"":0.000185,""after_clifford2_depolarization"":0.00185,""after_reset_flip_probability"":0.0037,""before_measure_flip_probability"":0.0037,""before_round_data_bias_probability"":[0.000185,1000],""distance"":5,""exclude_other_basis_detectors"":false,""nswaps"":[3,2],""pswap_depolarization"":0.00018500000000000002,""rounds"":15,""x_distance"":null,""z_distance"":null}}",
    166912,       274,         0,    2.17,pymatching,f773b74b2c8495d4897ae93f00298c2db4ba2a9aface67eabf7d1d785dd2a722,"{""d"":5,""eta"":1000,""memory"":""Z"",""p"":0.0018,""params"":{""after_clifford1_depolarization"":0.00017999999999999998,""after_clifford2_depolarization"":0.0018,""after_reset_flip_probability"":0.0036,""before_measure_flip_probability"":0.0036,""before_round_data_bias_probability"":[0.00017999999999999998,1000],""distance"":5,""exclude_other_basis_detectors"":false,""nswaps"":[3,2],""pswap_depolarization"":0.00018,""rounds"":15,""x_distance"":null,""z_distance"":null}}",
    243712,       425,         0,    3.00,pymatching,4260e0a2054ecbe7bc8555ab7e9c89eab9c60c16c1c600606cd7fcd7a83e55d1,"{""d"":5,""eta"":100,""memory"":""Z"",""p"":0.00185,""params"":{""after_clifford1_depolarization"":0.000185,""after_clifford2_depolarization"":0.00185,""after_reset_flip_probability"":0.0037,""before_measure_flip_probability"":0.0037,""before_round_data_bias_probability"":[0.000185,100],""distance"":5,""exclude_other_basis_detectors"":false,""nswaps"":[3,2],""pswap_depolarization"":0.00018500000000000002,""rounds"":15,""x_distance"":null,""z_distance"":null}}",
